"","Sample Accession or Sample ID","Study_Accession","Run_Accession","Phenotype"
"1577","SAMEA3541590","PRJEB10878","ERR1018306","CRC"
"1578","SAMEA3541591","PRJEB10878","ERR1018307","CRC"
"1579","SAMEA3541594","PRJEB10878","ERR1018310","CRC"
"1580","SAMEA3541595","PRJEB10878","ERR1018311","CRC"
"1581","SAMEA3541596","PRJEB10878","ERR1018312","CRC"
"1582","SAMEA3646671","PRJEB11532","ERR1110279","Healthy"
"1583","SAMEA3646672","PRJEB11532","ERR1110331","Healthy"
"1584","SAMEA3646673","PRJEB11532","ERR1110332","Healthy"
"1585","SAMEA3646674","PRJEB11532","ERR1110297","Healthy"
"1586","SAMEA3646676","PRJEB11532","ERR1110299","Healthy"
"1587","SAMEA3646677","PRJEB11532","ERR1110333","Healthy"
"1588","SAMEA3646678","PRJEB11532","ERR1110300","Healthy"
"1589","SAMEA3646679","PRJEB11532","ERR1110301","Healthy"
"1590","SAMEA3646680","PRJEB11532","ERR1110302","Healthy"
"1591","SAMEA3646681","PRJEB11532","ERR1110303","Healthy"
"1592","SAMEA3646682","PRJEB11532","ERR1110334","Healthy"
"1593","SAMEA3646683","PRJEB11532","ERR1110304","Healthy"
"1594","SAMEA3646684","PRJEB11532","ERR1110305","Healthy"
"1595","SAMEA3646685","PRJEB11532","ERR1110306","Healthy"
"1596","SAMEA3646686","PRJEB11532","ERR1110307","Healthy"
"1597","SAMEA3646687","PRJEB11532","ERR1110335","Healthy"
"1598","SAMEA3646688","PRJEB11532","ERR1110336","Healthy"
"1599","SAMEA3646689","PRJEB11532","ERR1110308","Healthy"
"1600","SAMEA3646690","PRJEB11532","ERR1110309","Healthy"
"1601","SAMEA3646691","PRJEB11532","ERR1110337","Healthy"
"1602","SAMEA3646692","PRJEB11532","ERR1110338","Healthy"
"1603","SAMEA3646693","PRJEB11532","ERR1110310","Healthy"
"1604","SAMEA3646694","PRJEB11532","ERR1110311","Healthy"
"1605","SAMEA3646695","PRJEB11532","ERR1110312","Healthy"
"1606","SAMEA3646696","PRJEB11532","ERR1110313","Healthy"
"1607","SAMEA3646697","PRJEB11532","ERR1110339","Healthy"
"1608","SAMEA3646698","PRJEB11532","ERR1110314","Healthy"
"1609","SAMEA3646699","PRJEB11532","ERR1110315","Healthy"
"1610","SAMEA3646700","PRJEB11532","ERR1110316","Healthy"
"1611","SAMEA3646701","PRJEB11532","ERR1110317","Healthy"
"1612","SAMEA3646702","PRJEB11532","ERR1110318","Healthy"
"1613","SAMEA3646703","PRJEB11532","ERR1110319","Healthy"
"1614","SAMEA3646704","PRJEB11532","ERR1110340","Healthy"
"1615","SAMEA3646705","PRJEB11532","ERR1110341","Healthy"
"1616","SAMEA3646706","PRJEB11532","ERR1110320","Healthy"
"1617","SAMEA3646707","PRJEB11532","ERR1110321","Healthy"
"1618","SAMEA3646708","PRJEB11532","ERR1110322","Healthy"
"1619","SAMEA3646709","PRJEB11532","ERR1110323","Healthy"
"1620","SAMEA3646710","PRJEB11532","ERR1110324","Healthy"
"1621","SAMEA3646711","PRJEB11532","ERR1110325","Healthy"
"1622","SAMEA3646712","PRJEB11532","ERR1110326","Healthy"
"1623","SAMEA3646713","PRJEB11532","ERR1110327","Healthy"
"1624","SAMEA3646714","PRJEB11532","ERR1110328","Healthy"
"1625","SAMEA3646715","PRJEB11532","ERR1110329","Healthy"
"1626","SAMEA3646716","PRJEB11532","ERR1110330","Healthy"
"1627","SAMEA3646717","PRJEB11532","ERR1110342","Healthy"
"1628","SAMEA3646718","PRJEB11532","ERR1110352","Healthy"
"1629","SAMEA3646719","PRJEB11532","ERR1110433","Healthy"
"1630","SAMEA3646720","PRJEB11532","ERR1110434","Healthy"
"1631","SAMEA3646721","PRJEB11532","ERR1110435","Healthy"
"1632","SAMEA3646722","PRJEB11532","ERR1110353","Healthy"
"1633","SAMEA3646723","PRJEB11532","ERR1110343","Healthy"
"1634","SAMEA3646724","PRJEB11532","ERR1110344","Healthy"
"1635","SAMEA3646725","PRJEB11532","ERR1110436","Healthy"
"1636","SAMEA3646726","PRJEB11532","ERR1110437","Healthy"
"1637","SAMEA3646727","PRJEB11532","ERR1110355","Healthy"
"1638","SAMEA3646728","PRJEB11532","ERR1110345","Healthy"
"1639","SAMEA3646729","PRJEB11532","ERR1110346","Healthy"
"1640","SAMEA3646730","PRJEB11532","ERR1110347","Healthy"
"1641","SAMEA3646731","PRJEB11532","ERR1110438","Healthy"
"1642","SAMEA3646732","PRJEB11532","ERR1110439","Healthy"
"1643","SAMEA3646733","PRJEB11532","ERR1110357","Healthy"
"1644","SAMEA3646734","PRJEB11532","ERR1110348","Healthy"
"1645","SAMEA3646735","PRJEB11532","ERR1110349","Healthy"
"1646","SAMEA3646736","PRJEB11532","ERR1110350","Healthy"
"1647","SAMEA3646737","PRJEB11532","ERR1110358","Healthy"
"1648","SAMEA3646738","PRJEB11532","ERR1110351","Healthy"
"1649","SAMEA3646739","PRJEB11532","ERR1110359","Healthy"
"1650","SAMEA3646740","PRJEB11532","ERR1110441","Healthy"
"1651","SAMEA3646741","PRJEB11532","ERR1110360","Healthy"
"1652","SAMEA3646743","PRJEB11532","ERR1110362","Healthy"
"1653","SAMEA3646744","PRJEB11532","ERR1110442","Healthy"
"1654","SAMEA3646745","PRJEB11532","ERR1110443","Healthy"
"1655","SAMEA3646746","PRJEB11532","ERR1110444","Healthy"
"1656","SAMEA3646747","PRJEB11532","ERR1110445","Healthy"
"1657","SAMEA3646748","PRJEB11532","ERR1110446","Healthy"
"1658","SAMEA3646749","PRJEB11532","ERR1110447","Healthy"
"1659","SAMEA3646750","PRJEB11532","ERR1110448","Healthy"
"1660","SAMEA3646751","PRJEB11532","ERR1110449","Healthy"
"1661","SAMEA3646752","PRJEB11532","ERR1110450","Healthy"
"1662","SAMEA3646753","PRJEB11532","ERR1110363","Healthy"
"1663","SAMEA3646754","PRJEB11532","ERR1110364","Healthy"
"1664","SAMEA3646755","PRJEB11532","ERR1110365","Healthy"
"1665","SAMEA3646756","PRJEB11532","ERR1110366","Healthy"
"1666","SAMEA3646757","PRJEB11532","ERR1110452","Healthy"
"1667","SAMEA3646758","PRJEB11532","ERR1110453","Healthy"
"1668","SAMEA3646759","PRJEB11532","ERR1110454","Healthy"
"1669","SAMEA3646760","PRJEB11532","ERR1110469","Healthy"
"1670","SAMEA3646761","PRJEB11532","ERR1110470","Healthy"
"1671","SAMEA3646762","PRJEB11532","ERR1110471","Healthy"
"1672","SAMEA3646763","PRJEB11532","ERR1110458","Healthy"
"1673","SAMEA3646764","PRJEB11532","ERR1110459","Healthy"
"1674","SAMEA3646765","PRJEB11532","ERR1110460","Healthy"
"1675","SAMEA3646766","PRJEB11532","ERR1110473","Healthy"
"1676","SAMEA3646767","PRJEB11532","ERR1110462","Healthy"
"1677","SAMEA3646768","PRJEB11532","ERR1110463","Healthy"
"1678","SAMEA3646769","PRJEB11532","ERR1110464","Healthy"
"1679","SAMEA3646770","PRJEB11532","ERR1110465","Healthy"
"1680","SAMEA3664490","PRJEB11532","ERR1136693","Healthy"
"1681","SAMEA3664491","PRJEB11532","ERR1136694","Healthy"
"1682","SAMEA3664492","PRJEB11532","ERR1136695","Healthy"
"1683","SAMEA3664493","PRJEB11532","ERR1136696","Healthy"
"1684","SAMEA3664494","PRJEB11532","ERR1136697","Healthy"
"1685","SAMEA3664495","PRJEB11532","ERR1136698","Healthy"
"1686","SAMEA3664496","PRJEB11532","ERR1136699","Healthy"
"1687","SAMEA3664497","PRJEB11532","ERR1136700","Healthy"
"1688","SAMEA3664498","PRJEB11532","ERR1136701","Healthy"
"1689","SAMEA3664499","PRJEB11532","ERR1136702","Healthy"
"1690","SAMEA3664500","PRJEB11532","ERR1136703","Healthy"
"1691","SAMEA3664501","PRJEB11532","ERR1136704","Healthy"
"1692","SAMEA3664502","PRJEB11532","ERR1136705","Healthy"
"1693","SAMEA3664503","PRJEB11532","ERR1136706","Healthy"
"1694","SAMEA3664504","PRJEB11532","ERR1136707","Healthy"
"1695","SAMEA3664505","PRJEB11532","ERR1136708","Healthy"
"1696","SAMEA3664506","PRJEB11532","ERR1136709","Healthy"
"1697","SAMEA3664507","PRJEB11532","ERR1136710","Healthy"
"1698","SAMEA3664508","PRJEB11532","ERR1136711","Healthy"
"1699","SAMEA3664509","PRJEB11532","ERR1136712","Healthy"
"1700","SAMEA3664510","PRJEB11532","ERR1136713","Healthy"
"1701","SAMEA3664511","PRJEB11532","ERR1136714","Healthy"
"1702","SAMEA3664512","PRJEB11532","ERR1136715","Healthy"
"1703","SAMEA3664513","PRJEB11532","ERR1136716","Healthy"
"1704","SAMEA3664514","PRJEB11532","ERR1136717","Healthy"
"1705","SAMEA3664515","PRJEB11532","ERR1136718","Healthy"
"1706","SAMEA3664516","PRJEB11532","ERR1136719","Healthy"
"1707","SAMEA3664517","PRJEB11532","ERR1136720","Healthy"
"1708","SAMEA3664518","PRJEB11532","ERR1136721","Healthy"
"1709","SAMEA3664519","PRJEB11532","ERR1136722","Healthy"
"1710","SAMEA3664520","PRJEB11532","ERR1136723","Healthy"
"1711","SAMEA3664521","PRJEB11532","ERR1136724","Healthy"
"1712","SAMEA3664522","PRJEB11532","ERR1136725","Healthy"
"1713","SAMEA3664523","PRJEB11532","ERR1136726","Healthy"
"1714","SAMEA3664525","PRJEB11532","ERR1136728","Healthy"
"1715","SAMEA3664526","PRJEB11532","ERR1136729","Healthy"
"1716","SAMEA3664527","PRJEB11532","ERR1136730","Healthy"
"1717","SAMEA3664528","PRJEB11532","ERR1136731","Healthy"
"1718","SAMEA3664529","PRJEB11532","ERR1136732","Healthy"
"1719","SAMEA3664530","PRJEB11532","ERR1136733","Healthy"
"1720","SAMEA3664531","PRJEB11532","ERR1136734","Healthy"
"1721","SAMEA3664532","PRJEB11532","ERR1136735","Healthy"
"1722","SAMEA3664533","PRJEB11532","ERR1137699","Healthy"
"1723","SAMEA3664534","PRJEB11532","ERR1136737","Healthy"
"1724","SAMEA3664535","PRJEB11532","ERR1136738","Healthy"
"1725","SAMEA3664536","PRJEB11532","ERR1136739","Healthy"
"1726","SAMEA3664537","PRJEB11532","ERR1136740","Healthy"
"1727","SAMEA3664538","PRJEB11532","ERR1136741","Healthy"
"1728","SAMEA3664539","PRJEB11532","ERR1136742","Healthy"
"1729","SAMEA3664540","PRJEB11532","ERR1136743","Healthy"
"1730","SAMEA3664541","PRJEB11532","ERR1136744","Healthy"
"1731","SAMEA3664542","PRJEB11532","ERR1136745","Healthy"
"1732","SAMEA3664543","PRJEB11532","ERR1136746","Healthy"
"1733","SAMEA3664544","PRJEB11532","ERR1136747","Healthy"
"1734","SAMEA3664545","PRJEB11532","ERR1136748","Healthy"
"1735","SAMEA3664546","PRJEB11532","ERR1136749","Healthy"
"1736","SAMEA3664547","PRJEB11532","ERR1136750","Healthy"
"1737","SAMEA3664548","PRJEB11532","ERR1136751","Healthy"
"1738","SAMEA3664549","PRJEB11532","ERR1136752","Healthy"
"1739","SAMEA3664550","PRJEB11532","ERR1136753","Healthy"
"1740","SAMEA3664551","PRJEB11532","ERR1136754","Healthy"
"1741","SAMEA3664552","PRJEB11532","ERR1136755","Healthy"
"1742","SAMEA3664554","PRJEB11532","ERR1136757","Healthy"
"1743","SAMEA3664555","PRJEB11532","ERR1136758","Healthy"
"1744","SAMEA3664556","PRJEB11532","ERR1136759","Healthy"
"1745","SAMEA3664557","PRJEB11532","ERR1136760","Healthy"
"1746","SAMEA3664558","PRJEB11532","ERR1136761","Healthy"
"1747","SAMEA3664559","PRJEB11532","ERR1136762","Healthy"
"1748","SAMEA3664560","PRJEB11532","ERR1137701","Healthy"
"1749","SAMEA3664561","PRJEB11532","ERR1136764","Healthy"
"1750","SAMEA3664562","PRJEB11532","ERR1136765","Healthy"
"1751","SAMEA3664563","PRJEB11532","ERR1136766","Healthy"
"1752","SAMEA3664564","PRJEB11532","ERR1136767","Healthy"
"1753","SAMEA3664565","PRJEB11532","ERR1136768","Healthy"
"1754","SAMEA3664566","PRJEB11532","ERR1136769","Healthy"
"1755","SAMEA3664567","PRJEB11532","ERR1136770","Healthy"
"1756","SAMEA3664568","PRJEB11532","ERR1136771","Healthy"
"1757","SAMEA3664569","PRJEB11532","ERR1136772","Healthy"
"1758","SAMEA3664570","PRJEB11532","ERR1136773","Healthy"
"1759","SAMEA3664571","PRJEB11532","ERR1136774","Healthy"
"1760","SAMEA3664572","PRJEB11532","ERR1136775","Healthy"
"1761","SAMEA3664573","PRJEB11532","ERR1136776","Healthy"
"1762","SAMEA3664574","PRJEB11532","ERR1136777","Healthy"
"1763","SAMEA3664575","PRJEB11532","ERR1136778","Healthy"
"1764","SAMEA3664576","PRJEB11532","ERR1136779","Healthy"
"1765","SAMEA3664577","PRJEB11532","ERR1136780","Healthy"
"1766","SAMEA3664578","PRJEB11532","ERR1136781","Healthy"
"1767","SAMEA3664579","PRJEB11532","ERR1136782","Healthy"
"1768","SAMEA3664580","PRJEB11532","ERR1136783","Healthy"
"1769","SAMEA3664581","PRJEB11532","ERR1136784","Healthy"
"1770","SAMEA3664582","PRJEB11532","ERR1136785","Healthy"
"1771","SAMEA3664583","PRJEB11532","ERR1136786","Healthy"
"1772","SAMEA3664584","PRJEB11532","ERR1136787","Healthy"
"1773","SAMEA3664585","PRJEB11532","ERR1136788","Healthy"
"1774","SAMEA3664586","PRJEB11532","ERR1136789","Healthy"
"1775","SAMEA3664587","PRJEB11532","ERR1136790","Healthy"
"1776","SAMEA3664588","PRJEB11532","ERR1136791","Healthy"
"1777","SAMEA3664589","PRJEB11532","ERR1136792","Healthy"
"1778","SAMEA3664590","PRJEB11532","ERR1136793","Healthy"
"1779","SAMEA3664591","PRJEB11532","ERR1136794","Healthy"
"1780","SAMEA3664592","PRJEB11532","ERR1136795","Healthy"
"1781","SAMEA3664593","PRJEB11532","ERR1136796","Healthy"
"1782","SAMEA3664594","PRJEB11532","ERR1136797","Healthy"
"1783","SAMEA3664595","PRJEB11532","ERR1136798","Healthy"
"1784","SAMEA3664596","PRJEB11532","ERR1136799","Healthy"
"1785","SAMEA3664597","PRJEB11532","ERR1136800","Healthy"
"1786","SAMEA3664598","PRJEB11532","ERR1136801","Healthy"
"1787","SAMEA3664599","PRJEB11532","ERR1136802","Healthy"
"1788","SAMEA3664600","PRJEB11532","ERR1136803","Healthy"
"1789","SAMEA3664602","PRJEB11532","ERR1136804","Healthy"
"1790","SAMEA3664603","PRJEB11532","ERR1136805","Healthy"
"1791","SAMEA3664604","PRJEB11532","ERR1136806","Healthy"
"1792","SAMEA3664605","PRJEB11532","ERR1136807","Healthy"
"1793","SAMEA3664606","PRJEB11532","ERR1137703","Healthy"
"1794","SAMEA3664608","PRJEB11532","ERR1136810","Healthy"
"1795","SAMEA3664609","PRJEB11532","ERR1136811","Healthy"
"1796","SAMEA3664610","PRJEB11532","ERR1136812","Healthy"
"1797","SAMEA3664611","PRJEB11532","ERR1136813","Healthy"
"1798","SAMEA3664612","PRJEB11532","ERR1136814","Healthy"
"1799","SAMEA3664613","PRJEB11532","ERR1136815","Healthy"
"1800","SAMEA3664614","PRJEB11532","ERR1136816","Healthy"
"1801","SAMEA3664615","PRJEB11532","ERR1136817","Healthy"
"1802","SAMEA3664616","PRJEB11532","ERR1136818","Healthy"
"1803","SAMEA3664617","PRJEB11532","ERR1136819","Healthy"
"1804","SAMEA3664618","PRJEB11532","ERR1136820","Healthy"
"1805","SAMEA3664619","PRJEB11532","ERR1136821","Healthy"
"1806","SAMEA3664620","PRJEB11532","ERR1136822","Healthy"
"1807","SAMEA3664621","PRJEB11532","ERR1136823","Healthy"
"1808","SAMEA3664622","PRJEB11532","ERR1136824","Healthy"
"1809","SAMEA3664623","PRJEB11532","ERR1136825","Healthy"
"1810","SAMEA3664624","PRJEB11532","ERR1136826","Healthy"
"1811","SAMEA3664625","PRJEB11532","ERR1136827","Healthy"
"1812","SAMEA3664626","PRJEB11532","ERR1136828","Healthy"
"1813","SAMEA3664627","PRJEB11532","ERR1136829","Healthy"
"1814","SAMEA3664628","PRJEB11532","ERR1136830","Healthy"
"1815","SAMEA3664629","PRJEB11532","ERR1136831","Healthy"
"1816","SAMEA3664630","PRJEB11532","ERR1136832","Healthy"
"1817","SAMEA3664631","PRJEB11532","ERR1136833","Healthy"
"1818","SAMEA3664632","PRJEB11532","ERR1137705","Healthy"
"1819","SAMEA3664633","PRJEB11532","ERR1136835","Healthy"
"1820","SAMEA3664634","PRJEB11532","ERR1136836","Healthy"
"1821","SAMEA3664635","PRJEB11532","ERR1136837","Healthy"
"1822","SAMEA3664636","PRJEB11532","ERR1136838","Healthy"
"1823","SAMEA3664637","PRJEB11532","ERR1136839","Healthy"
"1824","SAMEA3664638","PRJEB11532","ERR1136840","Healthy"
"1825","SAMEA3664639","PRJEB11532","ERR1136841","Healthy"
"1826","SAMEA3664640","PRJEB11532","ERR1136842","Healthy"
"1827","SAMEA3664641","PRJEB11532","ERR1136843","Healthy"
"1828","SAMEA3664642","PRJEB11532","ERR1136844","Healthy"
"1829","SAMEA3664643","PRJEB11532","ERR1136845","Healthy"
"1830","SAMEA3664644","PRJEB11532","ERR1136846","Healthy"
"1831","SAMEA3664645","PRJEB11532","ERR1136847","Healthy"
"1832","SAMEA3664646","PRJEB11532","ERR1136848","Healthy"
"1833","SAMEA3664647","PRJEB11532","ERR1136849","Healthy"
"1834","SAMEA3664649","PRJEB11532","ERR1136851","Healthy"
"1835","SAMEA3664650","PRJEB11532","ERR1136852","Healthy"
"1836","SAMEA3664651","PRJEB11532","ERR1136853","Healthy"
"1837","SAMEA3664652","PRJEB11532","ERR1136854","Healthy"
"1838","SAMEA3664653","PRJEB11532","ERR1136855","Healthy"
"1839","SAMEA3664654","PRJEB11532","ERR1136856","Healthy"
"1840","SAMEA3664655","PRJEB11532","ERR1136857","Healthy"
"1841","SAMEA3664656","PRJEB11532","ERR1136858","Healthy"
"1842","SAMEA3664657","PRJEB11532","ERR1136859","Healthy"
"1843","SAMEA3664658","PRJEB11532","ERR1136860","Healthy"
"1844","SAMEA3664659","PRJEB11532","ERR1136861","Healthy"
"1845","SAMEA3664660","PRJEB11532","ERR1136862","Healthy"
"1846","SAMEA3664661","PRJEB11532","ERR1136863","Healthy"
"1847","SAMEA3664662","PRJEB11532","ERR1136864","Healthy"
"1848","SAMEA3664663","PRJEB11532","ERR1136865","Healthy"
"1849","SAMEA3664664","PRJEB11532","ERR1136866","Healthy"
"1850","SAMEA3664665","PRJEB11532","ERR1136867","Healthy"
"1851","SAMEA3664666","PRJEB11532","ERR1136868","Healthy"
"1852","SAMEA3664667","PRJEB11532","ERR1136869","Healthy"
"1853","SAMEA3664668","PRJEB11532","ERR1136870","Healthy"
"1854","SAMEA3664669","PRJEB11532","ERR1136871","Healthy"
"1855","SAMEA3664670","PRJEB11532","ERR1136872","Healthy"
"1856","SAMEA3664671","PRJEB11532","ERR1136873","Healthy"
"1857","SAMEA3664672","PRJEB11532","ERR1136874","Healthy"
"1858","SAMEA3664673","PRJEB11532","ERR1136875","Healthy"
"1859","SAMEA3664674","PRJEB11532","ERR1136876","Healthy"
"1860","SAMEA3664675","PRJEB11532","ERR1136877","Healthy"
"1861","SAMEA3664676","PRJEB11532","ERR1136878","Healthy"
"1862","SAMEA3664677","PRJEB11532","ERR1136879","Healthy"
"1863","SAMEA3664678","PRJEB11532","ERR1136880","Healthy"
"1864","SAMEA3664679","PRJEB11532","ERR1136881","Healthy"
"1865","SAMEA3664680","PRJEB11532","ERR1136882","Healthy"
"1866","SAMEA3664681","PRJEB11532","ERR1136883","Healthy"
"1867","SAMEA3664682","PRJEB11532","ERR1136884","Healthy"
"1868","SAMEA3664683","PRJEB11532","ERR1136885","Healthy"
"1869","SAMEA3664684","PRJEB11532","ERR1136886","Healthy"
"1870","SAMEA3664685","PRJEB11532","ERR1136887","Healthy"
"1871","SAMEA3664686","PRJEB11532","ERR1136888","Healthy"
"1872","SAMEA3664687","PRJEB11532","ERR1136889","Healthy"
"1873","SAMEA3664688","PRJEB11532","ERR1136890","Healthy"
"1874","SAMEA3664689","PRJEB11532","ERR1136891","Healthy"
"1875","SAMEA3664690","PRJEB11532","ERR1136892","Healthy"
"1876","SAMEA3664691","PRJEB11532","ERR1136893","Healthy"
"1877","SAMEA3664692","PRJEB11532","ERR1136894","Healthy"
"1878","SAMEA3664693","PRJEB11532","ERR1136895","Healthy"
"1879","SAMEA3664694","PRJEB11532","ERR1136896","Healthy"
"1880","SAMEA3664695","PRJEB11532","ERR1136897","Healthy"
"1881","SAMEA3664696","PRJEB11532","ERR1136898","Healthy"
"1882","SAMEA3664697","PRJEB11532","ERR1136899","Healthy"
"1883","SAMEA3664698","PRJEB11532","ERR1136900","Healthy"
"1884","SAMEA3664699","PRJEB11532","ERR1136901","Healthy"
"1885","SAMEA3664700","PRJEB11532","ERR1136902","Healthy"
"1886","SAMEA3664701","PRJEB11532","ERR1136903","Healthy"
"1887","SAMEA3664702","PRJEB11532","ERR1136904","Healthy"
"1888","SAMEA3664703","PRJEB11532","ERR1136905","Healthy"
"1889","SAMEA3664704","PRJEB11532","ERR1136906","Healthy"
"1890","SAMEA3664705","PRJEB11532","ERR1136907","Healthy"
"1891","SAMEA3664706","PRJEB11532","ERR1136908","Healthy"
"1892","SAMEA3664707","PRJEB11532","ERR1136909","Healthy"
"1893","SAMEA3664708","PRJEB11532","ERR1136910","Healthy"
"1894","SAMEA3664709","PRJEB11532","ERR1136911","Healthy"
"1895","SAMEA3664710","PRJEB11532","ERR1136912","Healthy"
"1896","SAMEA3664711","PRJEB11532","ERR1136913","Healthy"
"1897","SAMEA3664713","PRJEB11532","ERR1136915","Healthy"
"1898","SAMEA3664714","PRJEB11532","ERR1136916","Healthy"
"1899","SAMEA3664715","PRJEB11532","ERR1136917","Healthy"
"1900","SAMEA3664716","PRJEB11532","ERR1136918","Healthy"
"1901","SAMEA3664717","PRJEB11532","ERR1137180","Healthy"
"1902","SAMEA3664718","PRJEB11532","ERR1137181","Healthy"
"1903","SAMEA3664719","PRJEB11532","ERR1137182","Healthy"
"1904","SAMEA3664720","PRJEB11532","ERR1137183","Healthy"
"1905","SAMEA3664721","PRJEB11532","ERR1137184","Healthy"
"1906","SAMEA3664722","PRJEB11532","ERR1137185","Healthy"
"1907","SAMEA3664723","PRJEB11532","ERR1137186","Healthy"
"1908","SAMEA3664724","PRJEB11532","ERR1137187","Healthy"
"1909","SAMEA3664725","PRJEB11532","ERR1137708","Healthy"
"1910","SAMEA3664726","PRJEB11532","ERR1137401","Healthy"
"1911","SAMEA3664727","PRJEB11532","ERR1137402","Healthy"
"1912","SAMEA3664728","PRJEB11532","ERR1137403","Healthy"
"1913","SAMEA3664729","PRJEB11532","ERR1137404","Healthy"
"1914","SAMEA3664730","PRJEB11532","ERR1137405","Healthy"
"1915","SAMEA3664731","PRJEB11532","ERR1137406","Healthy"
"1916","SAMEA3664732","PRJEB11532","ERR1137407","Healthy"
"1917","SAMEA3664733","PRJEB11532","ERR1137189","Healthy"
"1918","SAMEA3664734","PRJEB11532","ERR1137190","Healthy"
"1919","SAMEA3664735","PRJEB11532","ERR1137409","Healthy"
"1920","SAMEA3664736","PRJEB11532","ERR1137192","Healthy"
"1921","SAMEA3664737","PRJEB11532","ERR1137410","Healthy"
"1922","SAMEA3664738","PRJEB11532","ERR1137411","Healthy"
"1923","SAMEA3664739","PRJEB11532","ERR1137195","Healthy"
"1924","SAMEA3664740","PRJEB11532","ERR1137412","Healthy"
"1925","SAMEA3664741","PRJEB11532","ERR1137197","Healthy"
"1926","SAMEA3664742","PRJEB11532","ERR1137414","Healthy"
"1927","SAMEA3664743","PRJEB11532","ERR1137199","Healthy"
"1928","SAMEA3664744","PRJEB11532","ERR1137416","Healthy"
"1929","SAMEA3664745","PRJEB11532","ERR1137201","Healthy"
"1930","SAMEA3664746","PRJEB11532","ERR1137202","Healthy"
"1931","SAMEA3664747","PRJEB11532","ERR1137203","Healthy"
"1932","SAMEA3664748","PRJEB11532","ERR1137204","Healthy"
"1933","SAMEA3664749","PRJEB11532","ERR1137205","Healthy"
"1934","SAMEA3664750","PRJEB11532","ERR1137206","Healthy"
"1935","SAMEA3664751","PRJEB11532","ERR1137207","Healthy"
"1936","SAMEA3664752","PRJEB11532","ERR1137208","Healthy"
"1937","SAMEA3664753","PRJEB11532","ERR1137209","Healthy"
"1938","SAMEA3664754","PRJEB11532","ERR1137421","Healthy"
"1939","SAMEA3664755","PRJEB11532","ERR1137211","Healthy"
"1940","SAMEA3664756","PRJEB11532","ERR1137212","Healthy"
"1941","SAMEA3664757","PRJEB11532","ERR1137213","Healthy"
"1942","SAMEA3664758","PRJEB11532","ERR1137214","Healthy"
"1943","SAMEA3664759","PRJEB11532","ERR1137215","Healthy"
"1944","SAMEA3664760","PRJEB11532","ERR1137216","Healthy"
