"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"221822","Phaeobacter inhibens",5,34610,1.37508026538978e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter"
"121719","Pannonibacter phragmitetus",5,103181,1.2928139012639e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pannonibacter"
"1891787","Roseobacter ponti",5,114504,7.71034336506823e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter"
"146919","Salinibacter ruber",5,136451,2.95934050800407e-08,"Bacteria","Bacteroidetes","Chitinophagia","Bacteroidetes Order II. Incertae sedis","Rhodothermaceae","Salinibacter"
"1434191","Glycocaulis alkaliphilus",5,32873,2.01762095521623e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Glycocaulis"
"1517551","Sphingomonas sp. HMP6",5,38895,1.59084077355198e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1523415","Sphingomonas sp. AAP5",5,61315,2.74218236063044e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1176646","Sphingomonas daechungensis",5,50049,4.59917789072987e-10,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"627192","Sphingobium sp. SYK-6",5,65596,5.41517522019089e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"1798193","Erythrobacter sp. HL-111",5,45373,6.31066285861623e-10,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter"
"33996","Gluconacetobacter diazotrophicus",5,66457,1.97460578561689e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconacetobacter"
"293","Brevundimonas diminuta",5,47743,1.66339868179402e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"2686094","Terricaulis silvestris",5,78180,3.68275994285583e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Terricaulis"
"87883","Burkholderia multivorans",5,46735,3.79118202385097e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"95486","Burkholderia cenocepacia",5,34774,4.92392169196112e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"265293","Burkholderia [Pseudomonas] mesoacidophila",5,41535,1.61783383338269e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"948107","Paraburkholderia sprentiae",5,84155,3.01483355396692e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"169430","Paraburkholderia hospita",5,99275,2.47481788304021e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"148447","Paraburkholderia phymatum",5,49836,7.4095004421354e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"47671","Lautropia mirabilis",5,56884,3.03070229961687e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"2762323","Variovorax sp. PAMC28562",5,106326,5.06889989582211e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"2651974","Hydrogenophaga sp. BPS33",5,31041,2.30297484055868e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"434010","Hydrogenophaga sp. PBL-H3",5,25528,1.00430252268704e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"81479","Rhodoferax antarcticus",5,31869,1.45273296396404e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"179636","Alicycliphilus denitrificans",5,79756,3.15708496278551e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus"
"217203","Achromobacter spanius",5,42672,1.13009815694396e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"2488560","Pigmentiphaga sp. H8",5,61336,1.37245022038445e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pigmentiphaga"
"29581","Janthinobacterium lividum",5,23430,3.4860682020565e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"2728021","Duganella sp. AF9R3",5,80533,2.47916072683728e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"487","Neisseria meningitidis",5,63472,3.4173430985156e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"537","Iodobacter fluviatilis",5,59590,3.00592792552185e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Iodobacter"
"1590041","Aquitalea sp. USM4",5,88861,1.16534735526512e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"
"57480","Microvirgula aerodenitrificans",5,61649,4.3888124433517e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Microvirgula"
"1288494","Nitrosospira lacus",5,31956,1.04768624177767e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira"
"36861","Thiobacillus denitrificans",5,51647,1.00510155350812e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Thiobacillaceae","Thiobacillus"
"2027405","Azoarcus sp. DD4",5,52876,8.51657546804475e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Azoarcus"
"198107","Azoarcus sp. CIB",5,44430,1.28594482840217e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Azoarcus"
"859","Fusobacterium necrophorum",5,61609,4.29091431056723e-07,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"2766701","Treponema sp. Marseille-Q4132",5,49973,8.08428695709893e-09,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"409322","Treponema pedis",5,53695,6.25892478694803e-07,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"158","Treponema denticola",5,24189,2.9143540261304e-08,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"88058","Treponema primitia",5,102918,4.89041235401899e-06,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"215591","Treponema caldarium",5,43654,4.29295877625501e-08,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"2598579","Limnoglobus roseus",5,41639,1.50516872532389e-07,"Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Limnoglobus"
"71667","Waddlia chondrophila",5,31408,1.29173431373698e-08,"Bacteria","Chlamydiae","Chlamydiia","Parachlamydiales","Waddliaceae","Waddlia"
"2108365","Tepiditoga spiralis",5,32046,1.58217840644633e-08,"Bacteria","Thermotogae","Thermotogae","Petrotogales","Petrotogaceae","Tepiditoga"
"940615","Granulicella tundricola",5,94972,8.49764127747196e-07,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella"
"2763071","Edaphobacter sp. 4G125",5,45030,1.20956217126537e-08,"Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Edaphobacter"
"332163","Candidatus Solibacter usitatus",5,34315,8.41939597940679e-06,"Bacteria","Acidobacteria","Acidobacteriia","Bryobacterales","Solibacteraceae","Candidatus Solibacter"
"64160","Desulfurobacterium thermolithotrophum",5,44891,2.52801017048029e-08,"Bacteria","Aquificae","Aquificae","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacterium"
"14","Dictyoglomus thermophilum",5,47553,9.3190735361232e-09,"Bacteria","Dictyoglomi","Dictyoglomia","Dictyoglomales","Dictyoglomaceae","Dictyoglomus"
"39669","Methanosalsum zhilinae",5,30824,1.70314005141017e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosalsum"
"83984","Methanocorpusculum labreanum",5,126156,6.7156097011067e-08,"Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocorpusculum"
"1609968","Methanobrevibacter sp. YE315",5,40764,1.20848751702737e-09,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter"
"2594042","Candidatus Prometheoarchaeum syntrophicum",5,70687,1.07864221543474e-06,"Archaea","Candidatus Lokiarchaeota","","","","Candidatus Prometheoarchaeum"
"1628086","Pseudomonas kribbensis",5,13269,3.66365966312188e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2067957","Methylobacterium sp. DM1",5,30102,3.16125028995546e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"2763022","Bacteroides sp. M10",4,41534,0.33832594634267,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2785531","Bacteroides sp. HF-162",4,21315,0.0345410794297738,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2650157","Bacteroides sp. HF-5287",4,16496,0.230136422716742,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"1796613","Bacteroides caecimuris",4,3012,0.540351266415448,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2662363","Alistipes sp. dk3624",4,9549,0.000107865667132371,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"328813","Alistipes onderdonkii",4,11778,0.00164035548886762,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"2585119","Alistipes dispar",4,15312,0.000266899011993331,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"589437","Prevotella scopos",4,3350,0.000208222763254753,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"454155","Paraprevotella xylaniphila",4,29524,0.000430312025314267,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella"
"397865","Barnesiella viscericola",4,12813,0.00396995161677052,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"393921","Porphyromonas crevioricanis",4,3841,8.13891567847023e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"1307839","Salinivirga cyanobacteriivorans",4,25791,1.42737494608923e-06,"Bacteria","Bacteroidetes","Bacteroidia","Marinilabiliales","Salinivirgaceae","Salinivirga"
"1784713","Flavobacterium arcticum",4,25048,2.27341998674794e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"986","Flavobacterium johnsoniae",4,20881,8.95244452400376e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"2518177","Flavobacterium sangjuense",4,63063,6.6977105002596e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1774273","Polaribacter vadi",4,80813,5.8159042998091e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"1316596","Capnocytophaga sp. oral taxon 878",4,12307,4.83808355401952e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"327575","Capnocytophaga leadbetteri",4,15541,1.30909283046322e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"2162713","Flavobacterium magnum",4,6682,1.78392863362194e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1017","Capnocytophaga gingivalis",4,11388,6.6649181800077e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"1836467","Maribacter sp. T28",4,32417,9.814494693857e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter"
"2294119","Flavobacterium sp. CJ74",4,24725,0.00017006913662825,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"328515","Nonlabens dokdonensis",4,12662,3.49500552908609e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
"2736252","Aquimarina sp. TRL1",4,36265,6.77563374875993e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina"
"1250205","Gramella sp. MAR_2010_147",4,16241,1.77287751787373e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella"
"1729720","Salegentibacter sp. T436",4,13207,0.000222283924447953,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter"
"2358479","Tenacibaculum sp. DSM 106434",4,11306,9.4650352623473e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"143223","Salegentibacter salegens",4,15938,9.21045163858053e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter"
"754409","Winogradskyella sp. PG-2",4,53329,1.53343498844764e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"2058175","Antarcticibacterium flavum",4,18285,1.5534262781846e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Antarcticibacterium"
"616991","Arenibacter algicola",4,32909,7.32961899521802e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Arenibacter"
"2201181","Flavobacterium sediminis",4,39094,5.38962486911655e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"2094025","Aureitalea sp. RR4-38",4,38824,9.54453523492047e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aureitalea"
"2507538","Muriicola sp. MMS17-SY002",4,80670,5.51903095627275e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muriicola"
"1383885","Flagellimonas maritima",4,27924,2.02994827532071e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"2713414","Chryseobacterium sp. POL2",4,11206,0.000961131526820495,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"2697010","Winogradskyella helgolandensis",4,28905,3.3133509577428e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"1721091","Chryseobacterium sp. IHB B 17019",4,47889,0.000290768822583039,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"28188","Capnocytophaga canimorsus",4,51862,6.39733615603563e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"1355330","Flavobacterium faecale",4,31776,9.81141444808819e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"1141221","Chryseobacterium taihuense",4,26076,4.28942176878344e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"2686077","Winogradskyella forsetii",4,14396,4.47175630291059e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"1241981","Epilithonimonas Chryseobacterium lactis",4,60327,0.000761477636431792,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Epilithonimonas"
"172045","Elizabethkingia miricola",4,18616,9.74581878198484e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia"
"252307","Robiginitalea biformata",4,47712,3.76987012546983e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea"
"237258","Cloacibacterium normanense",4,13350,9.05905001912052e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Cloacibacterium"
"1653831","Blattabacterium cuenoti",4,14110,2.09620482771845e-10,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium"
"253245","Owenweeksia hongkongensis",4,7603,1.25334147213247e-07,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Owenweeksia"
"191579","Fluviicola taffensis",4,21122,2.89568866935964e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"1385664","Hymenobacter sp. DG25B",4,75050,9.35951138231998e-06,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"1484116","Hymenobacter sp. PAMC 26554",4,15340,4.51406985465353e-06,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"1848904","Capnocytophaga stomatis",4,39246,8.24891273990671e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"1411621","Hymenobacter sedentarius",4,33183,0.000477151263947102,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"1850093","Hymenobacter nivis",4,48428,1.26578137796627e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"2694930","Pontibacter pudoricolor",4,16588,0.000141037292781908,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter"
"2735870","Spirosoma sp. TS118",4,20893,9.88555268620584e-06,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"2666025","Spirosoma sp. I-24",4,73778,0.000979534543340552,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"2057025","Spirosoma pollinicola",4,60973,1.03644478305378e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
